frame,eyes,eyeRearR,eyeRearL,eyeRnose,eyeLearR,eyeLearL,eyeLnose,ears,earRnose,earLnose
1109.0,203.0,397.04533746160524,507.41009055792335,230.20208513391012,448.65354116511776,398.76057979695037,156.1089363233252,350.821892133316,578.0864987179687,553.4076255347409
1110.0,194.0,402.9739445671395,497.8835205145878,231.79516819813134,459.2254348356589,405.5465448009636,153.18289721767243,340.28811322172277,590.0211860602973,557.107709514058
1111.0,184.0,408.1788823542933,480.02604096027954,226.71568097509268,460.2977297358743,399.7111457039946,150.65191668213185,315.6342820417326,592.1570737566174,548.9672121356612
1112.0,175.0,413.65807135845904,468.2734244007447,220.78043391568917,463.34436437707967,395.1012528453941,150.56227947264878,306.28254929068356,596.1920831409958,544.4189563194875
1113.0,167.0,417.22895393296955,462.0865719754254,210.79373804740976,461.14748183200567,393.15772916222824,154.5736070614903,293.97278785629123,595.8942859266231,547.2202481633881
1114.0,156.0,423.8914955504533,456.96608189229977,210.06903627141244,465.29560496527364,396.65854333418815,152.3975065412817,285.156097602699,603.0762804156701,547.8366544874485
1465.0,189.0,413.1174167231394,449.5887009256349,214.9720912118594,502.1205034650547,419.80590753346956,122.58874336577564,285.01228043717697,596.735284694981,541.1811157089649
1466.0,194.0,424.09904503547284,471.1613311807326,215.23243250030885,503.1818756672382,428.01051388955386,122.05326705991938,289.33890163612637,599.2703897240377,549.3286812100748
1467.0,199.0,417.96770210149015,473.66760497209435,211.36697944570244,494.51592492052265,420.47592083257274,122.57650672131263,295.1372562046344,586.907999604708,541.8717560456533
1468.0,206.0,410.90266487332497,470.2393007820593,214.72074888095935,492.1148239994402,414.348886809172,126.60568707605516,298.1677380267691,583.7208236820064,539.0528731024443
1469.0,209.0,405.2307984346698,472.72190556393724,210.83880098312076,493.8025921357643,421.042753173594,117.17508267545622,302.0364216448076,573.3907916944603,535.2803004034429
1470.0,214.0,413.6145548696274,488.89467168297097,206.31286920597077,500.6845314167395,433.1951061588762,112.27199116431488,307.18886698576824,572.4334022399462,541.3141416959287
1471.0,215.0,424.70813507631334,513.0155943048906,204.79257799051214,500.6815355093495,445.9820624195552,115.52056094046635,313.84391024839084,576.8370653832848,558.2051594172165
1472.0,215.0,429.8650951170611,532.4377897933241,200.5243127403757,498.20578077738116,456.0975772792484,120.93386622447825,323.81785003300854,577.3820225812369,573.846669416143
1473.0,212.0,418.81977030699016,540.7124929202209,187.48866632412745,486.7134680692532,463.4414741906469,118.1185844818672,330.4300228490141,556.2966834342984,576.5500845546725
1474.0,218.0,422.14334058468813,554.0577587219585,195.25624189766637,480.13019067748695,460.83402652147987,122.54386969571347,338.0014792867037,558.4711272751708,580.6418861914804
1475.0,217.0,422.0580528789849,560.45428002648,192.77447963877376,477.7656329205775,466.88114119120297,123.47064428438041,338.42281246984516,556.3425203954844,587.4393585724403
1476.0,215.0,424.00471695489426,558.8389750187437,183.09833423600554,474.4944678286566,465.43098306838147,123.4908903522847,329.1094043019737,549.3132075601314,584.410814410548
1477.0,214.0,432.001157405857,575.3477209479498,180.8535318980528,481.65651661739196,485.8075750747409,133.1465358167459,330.4300228490141,561.9759781342972,613.2087735836792
1478.0,213.0,434.0103685397389,585.4297566745305,180.41341413542398,482.1369100162318,494.0738811149604,130.38404810405297,337.8771966262299,561.7259118110896,619.49092003031
1479.0,212.0,436.04128244926534,594.3744610933414,177.4288589829738,482.21571936219584,501.9412316197983,130.6330739131557,342.3813663153998,561.2316812155208,627.4344587285592
1555.0,223.0,365.7758876689386,552.261713320777,200.84820138602188,409.2248770541693,423.60830964465276,140.00357138301865,357.80581325629686,503.0188863253546,563.3551277835323
1556.0,218.0,383.29362113137233,553.4202742943196,210.0,433.4720290860761,436.23158986941786,135.55810562264435,360.7991130809498,531.4978833447975,571.7849246001507
1557.0,217.0,392.08162415497105,552.5866447897561,217.00230413523263,444.2352980122133,439.9965908958841,138.19189556555045,358.6753406633916,548.4104302436269,578.1643364995804
1558.0,220.0,401.00124688085447,552.2264028457894,219.0091322296858,456.90480408942955,444.0202698075843,140.73023839957068,354.682957019364,561.3243269269558,584.7195909151668
1559.0,218.0,404.00495046471895,550.2163210956214,221.40009033421825,460.01739097560215,446.0605340085581,139.17614738165446,349.7570585420686,566.0477011701399,585.2349955359813
1560.0,216.0,397.04533746160524,543.7738500516552,216.60332407421637,454.8549219256619,437.69624170193646,135.66502865514016,355.5629339512205,555.946040547102,573.3593986323064
1561.0,211.0,386.0323820614017,526.3430440311718,222.00225224082752,442.32567187537285,417.4685616905781,138.24615727028365,354.0903839417275,550.9301226108444,555.3089230329367
1562.0,204.0,378.3556527924487,507.5401461953527,228.0021929719098,444.7752241301217,407.6824744822863,129.98846102635417,358.2010608582839,551.7571929753159,536.0671599715841
1563.0,191.0,376.3509000919222,475.631159618459,224.96444163467257,440.6415777023317,378.8429753869009,146.23952953972466,354.31765409022455,561.388457309197,523.0831673835434
1564.0,179.0,392.7301872787474,460.21408061900934,212.8966885604377,453.4423888433899,379.41533970043963,149.11069713471264,333.79334924470857,574.9434754825904,528.0094696120516
1565.0,169.0,396.69257618463195,450.24993059410906,205.7692882818036,451.8605979724278,379.5813483299726,146.81280598094978,312.9217154497271,573.9721247586855,526.0608329841712
1566.0,156.0,405.28755223914783,435.4595273960601,202.3116407921205,449.45522580119143,370.8382396679177,147.97972834141845,291.19237627383035,579.3306482484765,517.9623538443697
1973.0,212.0,374.0053475553525,570.5620036420231,214.28252378577213,353.00991487492246,409.13200803652603,159.89058759038946,338.91739406527955,495.1454331809999,562.4108818292904
1974.0,210.0,374.44492251865296,565.0,216.44860821913363,375.5649078388448,416.51530584121394,158.14550262337528,349.6312343026578,511.8564251819059,570.2359160908755
1975.0,213.0,378.89312477267254,566.6012707363088,217.0921463342237,383.64175997928066,415.93509108994397,162.68988905276197,357.0224082603219,521.126664065465,574.8756387254551
1976.0,213.0,379.6801285292661,570.2017186926045,217.11057090800531,382.7531841800928,419.30537797648145,161.40012391568973,356.87672941787616,519.9173011162449,576.7711851332381
1977.0,211.0,373.0804202849568,568.248185214876,215.67800073257357,373.3630940518894,416.8081093261022,161.40012391568973,354.7463882832354,511.3531069623025,573.7778315689793
1978.0,212.0,364.0782882842645,563.3364891430343,214.34784813475503,363.49552954610044,410.0,157.30543537970962,351.5693388223723,497.4193401949707,562.8756523425045
1979.0,212.0,354.4925951271761,558.9069690028923,212.93426215618754,350.2813155165431,402.3145535523168,156.7322557739791,348.5742388645495,483.82641515320347,554.1479946729032
1980.0,209.0,341.525987298185,552.7612504508614,206.51876428063383,339.37737107827326,396.6913157607562,155.07740002979156,351.3644831225831,468.7963310436634,547.2668453323296
1981.0,208.0,327.3912033027155,537.5090696909216,208.12496246245908,332.4349560440358,382.94124875756074,150.05332385522155,350.2413453605956,456.6979308032827,528.075752141679
1982.0,208.0,315.53922101697594,528.3729743277943,209.88091861815357,332.8618331981004,375.0333318519835,145.49914089093448,360.11248242736605,450.5252490149692,515.4027551342737
1983.0,209.0,304.38462510448846,523.3602965453149,209.60916010518244,324.00771595750615,368.4521678590045,149.6963593411677,360.0222215363935,442.477118052448,513.4218538395108
1984.0,209.0,304.8688242506931,520.6006146750117,201.5341162185698,325.7483691440373,366.80785160625993,141.15594213493105,358.0223456713282,433.63233274284335,504.79005536955657
1985.0,206.0,302.6962173533062,508.43386983952985,202.42776489404807,320.5448486561592,353.57743140647426,138.351002887583,351.411439768258,429.51600668659603,487.3048327279343
1986.0,202.0,293.8196725884773,497.9327263797791,202.4252948620799,325.1491965236882,351.4327816240255,130.91982279242512,356.0351106281514,426.63567595783644,477.98012510982085
1987.0,202.0,299.9549966244937,486.38462146741443,207.2510554858527,337.3558951611784,342.0321622303961,133.80956617521784,355.36038045904894,441.88912636542665,471.2080220030215
1988.0,200.0,314.0780157858872,475.8203442477003,217.86693186438367,358.11311062288684,339.418620585259,138.07968713753664,352.8172331391991,470.8810890235453,471.8315377335432
1989.0,197.0,333.29416436535456,479.64257525786843,215.42516101885593,379.97105152892897,350.2741783232101,146.24978632463024,358.1759344232943,497.52286379622797,492.5413688209347
1990.0,192.0,360.04999652825995,478.92588153074377,220.32022149589446,405.2110561176731,358.2987580218497,148.47558721890948,355.60933621039817,530.3932503341271,502.00099601494816
1991.0,187.0,378.0052909682614,479.5518741491894,219.65882636488797,420.8432012044391,367.6424893833682,146.6594695203825,348.18673151055026,547.812011551408,509.6076922496363
1992.0,181.0,388.0115977648091,477.38558838741665,222.10357943986403,429.4182110716778,375.2812278811718,154.30165261590687,336.88573730569243,565.3114186004029,525.2704065526631
1993.0,178.0,400.15122141510454,477.04192687855016,217.0829334609241,442.4036618293298,384.4801685392889,154.8709139896837,326.4597984438513,577.0909806954186,537.0754136990447
1994.0,169.0,421.0106887004177,484.0051652616943,218.52459815773602,454.78016667396565,399.2417813806566,157.91770008456936,312.40518561637225,598.4220918381941,553.8411324558696
1995.0,166.0,425.0294107470682,484.1487374764082,210.21179795625173,458.1113401783457,402.9342378105886,156.84705926475002,308.3018001893599,598.3385329393386,557.8431679244625
1996.0,170.0,427.0187349519925,487.29457210192686,212.9812198293549,461.09109728989563,405.4084360247083,157.99050604387594,307.02605752606735,601.7391461422466,561.8051263561058
1997.0,168.0,425.0423508310672,483.81194693806395,212.24985276791125,459.23958888580154,404.7838929601819,156.69716015295236,301.66372005927394,599.3337968110926,559.9142791535147
1998.0,168.0,422.0758225722009,479.00417534714666,210.79373804740976,457.23079511336505,400.7056276120913,154.719100307622,299.68149759369527,595.0075629771441,554.0406122298256
1999.0,170.0,412.6984371184364,469.7584485669204,210.79373804740976,455.38994279628093,396.3495931624,155.0290295396317,297.41721537261424,589.733838269435,550.8402672281684
2000.0,171.0,411.4863302711282,466.73439984642226,210.02142747824567,453.21297421852347,392.93765408777,151.90786681406595,292.6465444866896,585.328967333755,544.3124102939414
2001.0,176.0,406.3557554655772,468.4015371452148,214.26385602802915,449.53865239821147,388.73126964523965,155.1934276958918,300.70749907509787,583.4123755972271,543.2798542187994
2002.0,174.0,400.20244876812035,465.2440219927603,216.37467504308356,448.5822109714116,389.07068766485094,154.434452114805,305.8659837248987,581.8590894709818,542.6619573915239
2003.0,178.0,396.8526174790838,461.6156409828419,221.37976420621646,445.45706863849404,380.9107507015259,154.05518491761322,307.37111119947497,579.6524820959538,533.6665625650534
2004.0,180.0,394.38306251663494,460.6006947454595,223.55759884199867,447.0100670007332,380.5693103759156,153.9415473483361,311.0064308016797,580.1137819428185,533.3263541210016
2005.0,179.0,394.38306251663494,461.202775360253,220.78043391568917,446.5344331627741,381.08398024582453,150.9602596712128,312.0032051117424,576.9523377195035,530.8295394945537
2006.0,182.0,387.9652046253633,461.4000433463352,222.25210910135362,444.7887138855931,381.03280698648507,151.07613974417006,316.45694809878955,573.153557085708,531.1591098719855
2007.0,181.0,388.8611577414232,460.6006947454595,220.83930809527547,444.6684157886638,380.3156583681508,150.08331019803634,315.5724956329369,572.4482509362746,529.4194934076379
2008.0,181.0,387.76926128820475,460.6006947454595,220.83930809527547,443.30576355378014,380.3156583681508,150.08331019803634,314.5155004129367,571.161098115059,529.4194934076379
2009.0,181.0,387.67512171920447,459.4006965602033,219.42652528807906,442.8148597325975,379.81574480266084,149.21461054467824,311.52046481732145,569.5261188040457,528.2281703960894
2010.0,181.0,385.77843381920667,458.6000436109879,218.01376103356412,441.5653971950248,378.8469347902923,148.35430563350698,312.4627977855924,566.714213691522,526.4902658169475
2011.0,182.0,381.7970665157081,455.20215289473316,217.5890622251036,438.5897855627739,375.9321747336878,144.12841496387864,309.3638634359223,560.2945653850303,519.353444197687
2012.0,181.0,379.80652969637055,451.00997771667977,216.8363438171747,436.35765147410905,370.600863463646,144.12841496387864,310.5817122755298,558.0689921506122,513.9104980441633
2013.0,180.0,375.63413050467074,447.8325579946148,220.51077071199947,431.39425123661533,366.9795634636894,144.5856147754679,308.58548248418947,555.9928057088508,510.13429604369867
2014.0,179.0,380.4339627320358,450.45754516935335,221.16509670379727,434.26374474505695,368.97831914626096,145.49570440394453,309.8548047069788,560.870751599689,512.7201965984956
2015.0,180.0,381.70145401871343,453.6253961144592,223.23306206742762,437.09953099951963,372.58019271024057,147.48898263938224,312.6403684747061,565.1061847122185,518.3753466360066
2016.0,181.0,384.5958918137322,457.22314027179334,219.65882636488797,439.7101317913882,375.73660987452365,145.8800877433243,313.6383267395743,564.6095996350044,520.4161796101271
2017.0,181.0,381.6084380618437,454.00440526497096,222.48145990171855,437.09953099951963,373.755267521409,147.6651617681029,309.5238278388273,564.3872783824951,520.124984979572
2018.0,180.0,379.905251345648,452.2001769128358,221.0701246211256,436.35765147410905,373.2626421167808,146.66969693839283,309.4139621930465,562.3095233054479,518.737891424947
2019.0,181.0,381.00131233369785,452.2322412212557,221.82200071228283,438.22482814190255,374.9946666287402,146.66969693839283,306.32009401931174,563.9689707776483,520.6928077091136
2020.0,179.0,382.099463490856,452.82336512154495,220.41097976280582,438.5897855627739,375.69402444010205,145.58159224297555,308.3650434144571,563.9689707776483,520.099990386464
2021.0,181.0,375.24658559405975,450.4675349012401,221.2690669750293,434.0656632354142,374.31804658605495,144.5856147754679,305.1048999934285,557.6468416480093,517.9739375682911
2022.0,181.0,376.1329552166361,448.4863431588525,221.92115717073935,434.4156995321417,372.90347276473574,145.58159224297555,302.16551755618974,559.128786595718,517.6069937703702
2023.0,182.0,375.0333318519835,449.6576475497776,223.33159203301264,433.55507147304826,373.121963974248,146.57762448614045,303.1336338976591,559.128786595718,518.7725898695883
2024.0,178.0,379.71041597512175,452.82336512154495,220.238507078122,434.37311150668614,375.9321747336878,147.6651617681029,304.27783356662707,561.8051263561058,522.4557397521822
2025.0,179.0,382.6042341637113,454.81424779793343,219.49487465542333,436.9862698071874,377.1432088742949,147.8681845428556,305.3686296920494,563.9042471909571,524.0400748034448
2026.0,179.0,385.4153603581466,456.0043859438196,219.49487465542333,438.63424398922615,377.63077205121937,147.8681845428556,305.5306858565928,566.018550932741,524.4520950477746
2027.0,181.0,384.252521136817,458.20628542175194,221.82200071228283,437.7590661539747,379.32571755682477,146.66969693839283,304.3698408186987,564.8406855034435,524.8161582878332
2028.0,182.0,386.49838292029114,459.2210796555402,220.51077071199947,441.4532817864196,380.7886552931954,144.77914214416384,306.36742646697934,565.8992843254001,524.6150969996955
2029.0,181.0,384.33448973517847,459.2210796555402,220.98416232843476,438.24422414904683,381.02624581516693,147.8681845428556,304.27783356662707,565.4281563558716,527.9564375968911
2030.0,181.0,385.4153603581466,457.23188865169936,218.908656749796,439.6043675852186,379.5813483299726,145.9931505242626,303.37105992497044,564.4909210961679,524.8161582878332
2031.0,181.0,384.33448973517847,457.823109945315,219.57231155134292,438.24422414904683,379.81706122816547,146.98639392814562,303.3232599059953,564.142712440744,525.9980988558799
2032.0,180.0,383.2557892582968,458.20628542175194,222.39604313026794,436.4000458295118,379.5694929785585,148.66068747318505,304.32219767871027,565.4281563558716,526.9772291095697
2033.0,180.0,383.3379709864391,456.8073992395482,221.65062598603234,436.88442407575025,378.3556527924487,148.75819305167698,304.3698408186987,565.4281563558716,525.9980988558799
2034.0,182.0,384.252521136817,459.4006965602033,221.65062598603234,438.24422414904683,379.5694929785585,148.9731519435633,306.36742646697934,566.018550932741,527.5945412909425
2035.0,181.0,383.4227431960707,458.20628542175194,221.65062598603234,437.85842460777206,379.32571755682477,148.86235252742716,306.32009401931174,565.7773413631903,527.1811832757311
2036.0,181.0,383.5101041693687,458.20628542175194,220.238507078122,438.34803524140494,379.32571755682477,147.97972834141845,307.31905245200795,564.8406855034435,526.4085865561085
2037.0,182.0,383.4227431960707,458.0010917017557,220.238507078122,438.34803524140494,378.3556527924487,148.0979405663698,307.3662310664592,564.4909210961679,525.6386591566492
2038.0,182.0,382.6042341637113,456.8073992395482,222.39604313026794,438.46322536787505,377.87431773011514,148.86235252742716,307.31905245200795,565.8992843254001,525.795587657409
2039.0,182.0,383.4227431960707,458.0010917017557,221.73181999884454,438.34803524140494,378.3556527924487,147.8681845428556,307.3662310664592,565.1920027742784,525.2237618387044
2040.0,181.0,383.5101041693687,457.40354174404905,221.65062598603234,438.34803524140494,378.3556527924487,148.86235252742716,307.3662310664592,566.1280773817882,526.2024325295351
2041.0,182.0,380.34852438257207,455.408607735954,223.14345161801185,435.2436099473489,376.6656342168741,148.75819305167698,303.27874966769434,563.3205126746229,524.4158655113325
2042.0,182.0,380.34852438257207,456.2126697056977,222.39604313026794,435.2436099473489,377.6373922163959,148.86235252742716,303.2375306587231,562.9680275113321,525.594901040716
2043.0,183.0,379.61691216277495,455.02747169813824,222.48145990171855,436.35765147410905,376.9416400452463,147.8681845428556,304.19894805866767,562.5202218587347,524.0229002629561
2044.0,182.0,380.4339627320358,454.81424779793343,221.65062598603234,435.7361587015702,376.4306044943742,148.9731519435633,303.27874966769434,562.9680275113321,524.6150969996955
2045.0,181.0,382.3414704161713,457.23188865169936,222.48145990171855,436.4974226728034,379.5813483299726,147.6651617681029,302.2383165649253,564.256147507495,526.1796271236658
2046.0,182.0,383.6000521376398,458.2597516692907,221.82200071228283,439.33244815287657,381.064299036265,146.76852523616907,304.19894805866767,565.3211476674121,526.9658432953696
2047.0,182.0,386.3275812053807,458.6294800816886,220.98416232843476,440.4781492877938,380.5535441958201,147.97972834141845,303.37105992497044,567.3032698654222,527.7546778570513
2048.0,181.0,386.24603557836036,459.2210796555402,221.65062598603234,439.50995438101285,381.02624581516693,148.86235252742716,303.37105992497044,567.8952368174961,528.9357238833467
2049.0,182.0,385.33102652135346,457.23188865169936,221.73181999884454,439.6043675852186,379.3481250777444,147.8681845428556,302.3722870899382,566.714213691522,526.3762912593993
2050.0,183.0,385.24926995388324,457.0175051351972,223.23306206742762,439.6043675852186,378.375474892335,147.763324272297,302.42354405700627,567.0643702438022,525.1990099000568
2051.0,182.0,383.4227431960707,456.4252403187186,221.73181999884454,438.34803524140494,378.375474892335,147.8681845428556,303.3232599059953,565.1920027742784,525.3960410966189
2052.0,183.0,384.33448973517847,457.823109945315,221.82200071228283,439.21976276119454,379.3481250777444,146.87409574189726,303.3232599059953,565.1920027742784,525.3960410966189
2053.0,182.0,382.4264635194589,456.4252403187186,221.73181999884454,437.47685653071983,378.375474892335,147.8681845428556,303.27874966769434,564.256147507495,525.3960410966189
2054.0,182.0,381.34498816688284,455.61935867563835,221.73181999884454,436.11466382133955,377.4029676618879,147.8681845428556,302.2796718272666,562.9680275113321,524.4158655113325
2055.0,182.0,382.1792773032049,454.6053233300288,221.73181999884454,436.0103209787585,375.69402444010205,147.8681845428556,301.42494919963076,563.2051136131489,522.6557184227491
2056.0,182.0,381.26237684828016,454.00991178607546,221.65062598603234,435.6248385939443,375.45838650907774,148.9731519435633,301.37352239372325,563.2051136131489,523.6353693172377
2057.0,182.0,383.2557892582968,455.83439975499874,222.39604313026794,437.3705522780426,378.1441524075177,148.86235252742716,300.32648900821255,565.4281563558716,526.1796271236658
2058.0,181.0,385.24926995388324,457.23188865169936,220.238507078122,438.63424398922615,379.5813483299726,147.97972834141845,301.37352239372325,565.6730504452196,526.7750943239439
2059.0,181.0,387.08784532712986,458.20628542175194,220.16584657934573,439.42689949524026,379.32571755682477,149.09057649630307,302.5359482772254,567.4680607752299,527.5945412909425
2060.0,181.0,386.87465670420954,458.6000436109879,220.90722034374522,438.0011415510238,378.8469347902923,148.9731519435633,301.5990716166083,566.7944953861144,526.8263471012057
2061.0,182.0,386.0906629277636,458.8027898781785,220.90722034374522,439.0284728807461,379.32571755682477,149.09057649630307,303.4765229799498,566.8668273942302,527.5945412909425
2062.0,181.0,387.08784532712986,457.6111886744029,220.16584657934573,439.42689949524026,379.0844233149128,149.09057649630307,301.53772566629203,567.4680607752299,527.3869547116235
2063.0,182.0,386.0906629277636,458.20628542175194,223.06277143441037,439.0284728807461,379.0844233149128,149.85659811966906,302.4780983806927,568.4901054547915,527.9564375968911
2064.0,181.0,387.0142116253614,458.20628542175194,221.65062598603234,438.94988324408973,379.32571755682477,148.86235252742716,301.53772566629203,567.8071855832752,527.1811832757311
2065.0,181.0,386.01683901094265,458.8027898781785,221.5784285529618,438.0707705382773,379.5694929785585,149.96666296213968,302.4780983806927,567.4680607752299,528.5726061762944
2066.0,181.0,384.252521136817,457.6111886744029,222.31958978011812,437.7590661539747,379.0844233149128,149.85659811966906,303.37105992497044,566.9567884768644,527.9564375968911
2067.0,183.0,384.1731380510615,459.0098038168684,223.06277143441037,438.24422414904683,379.81706122816547,149.96666296213968,303.3232599059953,566.9567884768644,528.9357238833467
2068.0,181.0,385.24926995388324,458.0392996239515,221.73181999884454,438.63424398922615,380.5535441958201,147.763324272297,301.3254055004324,566.3656063003826,527.3566155838001
2069.0,182.0,385.09349514111506,458.20628542175194,221.65062598603234,438.15180017888775,379.0844233149128,148.9731519435633,302.42354405700627,566.2684875569186,527.1811832757311
2070.0,183.0,384.0963420809941,458.20628542175194,221.73181999884454,437.7590661539747,378.8456149937597,147.97972834141845,302.3722870899382,564.7344508704954,525.9980988558799
2071.0,183.0,384.0963420809941,456.8073992395482,222.39604313026794,437.7590661539747,377.6373922163959,148.9731519435633,301.42494919963076,565.6730504452196,525.795587657409
2072.0,183.0,383.2557892582968,457.0175051351972,222.48145990171855,437.85842460777206,378.375474892335,147.8681845428556,302.32432915661946,564.8406855034435,525.3960410966189
2073.0,184.0,381.34498816688284,456.2126697056977,223.80795338861395,437.09953099951963,377.1710487298833,149.96666296213968,303.27874966769434,565.1920027742784,526.3762912593993
2074.0,182.0,382.3414704161713,456.2126697056977,221.73181999884454,436.9862698071874,377.6373922163959,147.8681845428556,303.3232599059953,563.9042471909571,524.6150969996955
2075.0,182.0,382.1792773032049,456.6015768698133,221.65062598603234,436.0103209787585,377.1432088742949,148.9731519435633,303.37105992497044,563.796062419737,525.2237618387044
2076.0,183.0,382.51405202946466,457.823109945315,221.73181999884454,438.46322536787505,379.3481250777444,147.97972834141845,305.235974288746,564.6095996350044,526.574781014055
2077.0,180.0,386.0906629277636,457.40354174404905,220.04772209682153,438.0707705382773,378.6000528261981,151.19854496654392,302.5359482772254,567.7367347635698,528.9924385092853
2078.0,182.0,385.94559202042973,459.4006965602033,222.31958978011812,438.0707705382773,379.5694929785585,149.96666296213968,302.4780983806927,567.4680607752299,528.5726061762944
2079.0,181.0,388.0850422265718,460.2021295039822,219.49487465542333,440.30557570850726,380.78471607983425,148.0979405663698,304.53242848668845,567.4680607752299,528.0151512977634
2080.0,181.0,386.0906629277636,458.8027898781785,220.83930809527547,438.54874301495835,379.5694929785585,150.08331019803634,303.4765229799498,567.4680607752299,528.7816184399757
