frame,sita1,sita2,sita3,sita4,sita5,sita6,sita7,sita8,sita9,sita10,sita11,sita12,sita13,sita14,sita15,sita16,sita17,sita18,sita19,sita20,sita21,sita22,sita23,sita24,sita25,sita26,sita27,sita28,sita29,sita30,face
1000,18.90374545,58.92550176,102.1707528,21.25313419,90.44594351,68.3009223,61.25139086,77.82634617,40.92226297,34.32048751,68.89814713,76.78136536,31.97319005,89.86714399,58.15966596,26.29395336,87.55208802,66.15395862,25.72465274,10.54772659,143.7276207,8.858039534,2.572530828,168.5694296,52.13151549,18.60596621,109.2625183,34.4658886,8.055453001,137.4786584,0
1001,20.08822926,57.8294836,102.0822871,21.74190793,90.58166173,67.67643034,62.79839878,77.65713348,39.54446774,34.72834117,64.35637911,80.91527971,33.06729521,85.89809677,61.03460803,27.11650951,83.29833497,69.58515552,26.89447969,11.63060388,141.4749164,8.840594973,2.524948586,168.6344564,53.60963096,19.11940128,107.2709678,36.1600657,8.531907461,135.3080268,0
1002,21.27753572,55.76950531,102.952959,23.22175282,89.45094716,67.32730002,72.44949331,72.44949331,35.10101338,35.80165854,62.6888641,81.50947736,33.85138196,85.79903949,60.34957855,28.67800141,82.35276692,68.96923167,29.24124855,12.38057667,138.3781748,15.00347646,3.825338738,161.1711848,58.13726519,19.56600596,102.2967288,42.64288452,8.750294117,128.6068214,0
1003,22.46887691,58.11208088,99.41904222,23.47502871,92.78742175,63.73754954,73.5456554,73.5456554,32.9086892,35.77695244,61.50945357,82.71359399,34.76915706,84.92135933,60.30948361,29.31784402,82.19386613,68.48828985,33.18168319,14.26125832,132.5570585,9.56871282,2.397403904,168.0338833,62.4525012,20.70803062,96.83946818,39.90379184,8.093406559,132.0028016,0
1004,23.25271521,58.1826271,98.56465769,23.57588769,93.62085983,62.80325248,77.04611998,68.14726708,34.80661294,35.45587376,59.27767856,85.26644768,35.14132756,83.05651691,61.80215553,29.526047,79.23660221,71.23735079,32.39144791,13.71165287,133.8968992,13.04461051,3.408137371,163.5472521,62.33836106,19.7584312,97.90320773,43.70873229,9.298728277,126.9925394,1
1005,23.91211365,59.38584274,96.70204361,23.26811744,96.20654558,60.52533698,77.13545246,68.23235571,34.63219183,36.42843216,57.33799841,86.23356943,37.06607268,80.44310274,62.49082457,30.86753717,77.36377934,71.76868349,33.74433145,14.43169364,131.8239749,11.28221857,2.966405334,165.7513761,64.65599844,20.00480841,95.33919315,42.47848752,9.245467622,128.2760449,1
1006,24.30839397,58.92159383,96.77001219,23.32067241,97.01865252,59.66067507,79.21303767,65.85259,34.93437233,37.15833214,55.95923498,86.88243288,38.14458026,79.24874728,62.60667245,31.78684756,75.82888307,72.38426938,33.46321776,14.25180528,132.284977,13.02398655,3.454680614,163.5213328,65.58488797,19.71717038,94.69794165,44.7121299,9.788510786,125.4993593,1
1007,24.07899823,58.28056551,97.64043627,23.32170357,95.53603796,61.14225847,83.24750067,62.87445163,33.8780477,36.58696846,55.94099517,87.47203636,37.34056969,79.20642331,63.453007,31.59524637,74.89587396,73.50887967,34.21935961,13.98923976,131.7914006,16.33590669,4.092480902,159.5716124,65.77829207,18.9710653,95.25064263,48.54512352,9.972774377,121.4821021,0
1008,24.02011223,57.20571649,98.77417127,22.85868779,94.17404766,62.96726455,92.52463415,55.80232575,31.6730401,36.06869278,53.54556037,90.38574685,37.21096802,76.24566397,66.543368,32.18511225,71.02665756,76.78823018,35.38074978,13.42218448,131.1970657,24.08589718,5.367379119,150.5467237,67.82449902,17.37424294,94.80125804,55.8439734,10.31941958,113.836607,0
1009,24.89346727,61.27570808,93.83082465,21.7527483,98.78365991,59.46359179,87.65856899,57.3401474,35.00128361,34.47658029,51.16860355,94.35481616,37.61021171,72.85376081,69.53602748,31.44346172,68.1950349,80.36150338,36.92863684,14.06356708,129.0077961,18.5563239,4.508574029,156.9351021,68.27348175,17.06916968,94.65734857,50.42432765,10.75875798,118.8169144,1
1010,25.31959335,63.75518318,90.92522347,20.94840502,102.8582865,56.19330847,83.87397045,60.99844656,35.12758299,34.73073323,49.98053155,95.28873522,39.10197978,70.9296597,69.96836052,32.14729151,67.70605952,80.14664898,38.49346253,15.13305115,126.3734863,11.26035674,2.786957835,165.9526854,70.65303221,17.7199299,91.62703789,44.77563586,10.04023538,125.1841288,0
1011,25.44888179,64.10169744,90.44942077,20.47730428,104.2091268,55.31356891,83.00411247,61.23516889,35.76071864,35.22897933,48.69796623,96.07305445,40.19568442,69.12005677,70.6842588,32.86488246,66.19856297,80.93655458,38.5679638,15.24902603,126.1830102,11.20866873,2.790967071,166.0003642,71.27903987,17.5691084,91.15185173,44.48695915,10.21238099,125.3006599,0
1012,26.43106212,66.18534125,87.38359663,20.36075493,106.501637,53.13760802,82.96775802,60.87536898,36.156873,33.98960788,47.53343895,98.47695316,40.07175,68.05271223,71.87553777,32.35035486,65.32791264,82.3217325,40.37579617,16.10629914,123.5179047,9.008088908,2.319796227,168.6721149,72.79003166,17.76403315,89.44593519,42.63547776,10.33576789,127.0287543,0
1013,26.79132666,66.62824728,86.58042606,20.342843,106.825274,52.83188303,84.71557081,57.74757963,37.53684956,33.677753,46.8484531,99.4737939,40.12973517,67.23528557,72.63497925,32.21745911,64.10101361,83.68152727,40.0577746,15.56850753,124.3737179,12.47671083,3.30601213,164.217277,72.57310193,17.1155342,90.31136388,44.19170492,11.10398016,124.7043149,0
1014,27.18480547,68.499303,84.31589153,19.93119567,109.3886074,50.68019692,80.25690262,61.35037904,38.39271834,33.80044144,46.5079506,99.69160796,41.04832576,66.33631914,72.6153551,32.38566386,64.43406883,83.18026731,40.47352149,16.48700229,123.0394762,6.106870021,1.692707623,172.2004224,72.89015928,17.91109621,89.19874451,39.14669541,10.52372092,130.3295837,0
1046,33.97194584,70.03212785,75.99592631,20.89792457,114.4370313,44.66504412,92.73543341,50.26392753,37.00063906,31.66636865,38.23454742,110.0990839,44.71829947,58.90518029,76.37652024,33.923112,55.57281305,90.50407494,47.09437459,19.58851184,113.3171136,11.85296226,3.600411968,164.5466258,81.02501875,17.33429119,81.64069006,45.06190992,14.21862494,120.7194651,0
1097,34.88081174,71.65230564,73.46688262,20.62277571,116.5661992,42.81102505,94.45715335,49.56802465,35.974822,30.5473815,37.23318739,112.2194311,44.81188385,57.93168865,77.25642751,33.72197838,54.70842547,91.56959614,49.57144283,20.4970395,109.9315177,8.429105175,2.565631655,169.0052632,83.46543714,17.37956073,79.15500213,43.96265354,14.12258175,121.9147647,0
1100,34.85462518,73.02447531,72.12089951,20.28680297,118.0473852,41.66581182,94.37674271,48.93746932,36.68578797,30.19601742,37.44906877,112.3549138,44.77566565,57.91940242,77.30493193,33.47919349,54.76055334,91.76025317,50.49635783,20.4042595,109.0993827,8.318524093,2.591299151,169.0901768,84.19192994,17.19069237,78.61737769,43.3295165,14.2937512,122.3767323,0
1106,33.09764243,65.29613614,81.60622142,20.89101243,117.0412933,42.06769431,76.43594056,66.26805095,37.29600849,39.63445935,41.10023099,99.26530967,51.84013081,61.93226102,66.22760818,39.12153815,62.91917779,77.95928405,39.54676347,21.12480248,119.328434,0,0,0,78.87619338,21.71170251,79.41210411,36.05767455,11.68395877,132.2583667,0
1107,31.35687712,65.42930047,83.21382242,20.98954905,117.6701737,41.34027723,66.89628976,74.15179428,38.95191595,41.36858414,44.85627154,93.77514433,51.71806624,66.16329835,62.11863541,38.25661917,69.20351227,72.53986855,36.59049424,20.89866777,122.510838,5.673922483,2.100055616,172.2260219,75.22428847,24.14312709,80.63258443,29.59567719,10.18884842,140.2154744,1
1108,29.22427667,62.7925569,87.98316643,22.05129265,113.8232363,44.12547105,63.67796857,77.49286958,38.82916185,43.87796818,48.33413772,87.78789409,51.05180482,70.37292957,58.57526562,38.0996622,73.35789881,68.54243899,33.71111902,19.38165902,126.907222,5.660368562,2.132197623,172.2074338,71.65185608,25.10559843,83.2425455,29.77791827,9.771721523,140.4503602,1
1109,26.9423644,62.38719903,90.67043656,21.97779675,110.8208539,47.20134935,59.86437987,78.48353717,41.65208296,43.46840836,51.29143924,85.2401524,48.43295023,73.26964606,58.29740371,35.96730642,75.91195995,68.12073363,30.37875797,17.03662243,132.5846196,5.502350258,2.15389386,172.3437559,66.44442891,24.57270935,88.98286173,29.00617241,9.720988176,141.2728394,1
1110,24.93055013,60.86296768,94.20648219,21.94614062,106.773167,51.28069242,56.38348877,82.56284086,41.05367037,42.83726638,53.50449396,83.65823966,45.81999091,75.50228924,58.67771984,34.33283765,78.15455047,67.51261188,28.36356613,15.84196743,135.7944664,5.58464422,2.106890243,172.3084655,63.05650819,24.47761526,92.46587656,27.02397974,8.711223838,144.2647964,0
1111,23.50752841,62.18390173,94.30856986,21.76057811,104.7335724,53.50584949,54.1375956,84.51114243,41.35126197,40.54430925,57.34674631,82.10894444,42.28324857,79.2640469,58.45270453,31.78232886,81.82954517,66.38812597,28.53650565,15.34429322,136.1192011,5.644058324,2.118879444,172.2370622,60.7631297,24.25842467,94.97844563,24.69000194,7.828553913,147.4814441,0
1112,22.11065235,62.65987002,95.22947763,21.31743376,103.5427011,55.13986513,52.39406192,84.83639291,42.76954517,40.03947553,60.25768307,79.7028414,40.83069541,81.60529749,57.5640071,30.70925539,84.07690464,65.21383997,27.29236907,14.13774631,138.5698846,5.636262071,2.137398064,172.2263399,58.43070336,23.61046475,97.95883188,23.99600359,7.570815763,148.4331806,0
1113,21.17248019,64.40370158,94.42381823,20.55922959,103.7081552,55.73261524,51.88072632,81.61005131,46.50922236,38.51461272,62.40598489,79.07940238,39.11912905,83.07250127,57.80836969,29.34871503,84.4442559,66.20702908,26.1942178,12.84389316,140.961889,0,0,0,55.57899655,22.02168154,102.3993219,25.63603134,8.310088654,146.05388,0
1114,19.50337516,64.86111581,95.63550903,19.50991154,102.5201658,57.96992269,47.81773691,85.96140223,46.22086086,37.60154068,64.90630789,77.49215143,37.59194941,84.45366377,57.95438682,28.16083055,86.90666808,64.93250137,25.39931237,12.29476636,142.3059213,5.590719741,2.143028793,172.2662515,53.89659576,21.84423025,104.259174,21.55851719,6.898630462,151.5428523,0
1465,21.09963502,51.8732359,107.0271291,24.84395248,86.49564709,68.66040043,61.44544968,84.01428474,34.54026558,38.32695027,63.9838902,77.68915952,34.5840981,88.85271227,56.56318962,28.50978325,86.52522998,64.96498677,25.39318813,12.83835863,141.7684532,0,0,0,53.76244628,22.60802116,103.6295326,35.70029357,8.153048156,136.1466583,0
1466,22.12006688,55.38346966,102.4964635,24.32310221,90.35226996,65.32462783,63.4200813,82.35785478,34.22206392,37.2105385,62.52835475,80.26110674,35.00664799,86.82629262,58.16705938,28.73984508,85.27823964,65.98191528,29.01183479,14.23660358,136.7515616,6.47695486,1.842622747,171.6804224,57.80318438,22.7232296,99.47358601,34.34395602,7.864681737,137.7913622,0
1467,23.32538397,56.06888051,100.6057355,24.85156987,92.64979459,62.49863554,67.37716733,78.15842059,34.46441208,38.06201611,60.63098697,81.30699692,36.53653127,85.51233035,57.95113837,30.00960242,83.46808158,66.522316,30.0616443,14.68288028,135.2554754,6.463315558,1.873794007,171.6628904,60.19628339,22.77330686,97.03040975,36.96542873,8.540435077,134.4941362,0
1468,24.28913982,54.95383091,100.7570293,25.97133382,92.37490358,61.6537626,69.10246426,76.04850856,34.84902718,38.8381473,59.63465912,81.52719358,37.16070831,85.78488569,57.054406,30.48302567,82.94856751,66.56840682,29.30807546,14.8030912,135.8888333,6.32581274,1.921698701,171.7524886,59.97963603,23.21839686,96.80196711,39.29292368,9.333617631,131.3734587,0
1469,24.49371409,53.455892,102.0503939,26.28086853,90.6062504,63.11288108,73.31569776,74.25616728,32.42813496,39.35901779,58.26282671,82.3781555,37.55432175,84.26816669,58.17751156,31.39471358,81.2602526,67.34503382,30.00651015,15.02914056,134.9643493,11.50865988,3.178535035,165.3128051,61.4061163,22.99499713,95.59888656,42.42823664,9.213483491,128.3582799,1
1470,24.84596595,54.18479466,100.9692394,26.00017144,91.50240713,62.49742143,78.51980927,70.6234112,30.85677952,38.72684818,57.31119918,83.96195264,37.56125319,83.14380946,59.29493734,31.8677461,79.63818702,68.49406688,32.36672408,15.48701992,132.146256,13.70041634,3.512282093,162.7873016,64.21042953,22.33901185,93.45055862,45.54894605,9.201217622,125.2498363,1
1471,25.23034623,57.20579059,97.56386318,24.64846919,95.67417163,59.67735918,79.41863123,68.86005691,31.72131185,37.53281787,55.61521553,86.8519666,38.12713611,80.49651981,61.37634409,31.99459784,77.17168295,70.8337192,34.52592429,15.82473325,129.6493425,9.542896017,2.45550705,168.0015969,66.76587647,21.43286301,91.80126053,44.18468599,9.224535882,126.5907781,1
1472,25.45019686,59.03191275,95.5178904,23.56148703,98.46470424,57.97380873,80.19401104,66.43999318,33.36599578,37.37505261,53.73026914,88.89467825,39.26984548,77.39975356,63.33040097,32.62185111,74.37007779,73.00807111,35.07450017,15.53922,129.3862798,11.42924538,2.989144798,165.5816098,68.14951152,20.42198471,91.42850377,44.17196978,9.666153251,126.161877,1
1473,25.741589,58.90744359,95.35096741,22.78327332,99.46631848,57.7504082,84.86621794,61.46638402,33.66739804,37.65139837,50.69188558,91.65671605,40.60673368,73.44453545,65.94873087,33.83913909,69.75640321,76.4044577,35.45700679,15.04127394,129.5017193,14.95611902,3.771293119,161.2725879,69.58461485,18.93800257,91.47738258,48.54799481,10.48510577,120.9668994,1
1474,27.00142148,61.5061635,91.49241502,22.46793557,103.7858008,53.74626368,83.50146519,62.71634738,33.78218743,37.53963263,49.52914543,92.93122194,42.08074652,72.12548219,65.79377129,34.48755808,69.19223656,76.32020536,38.07772099,16.55776044,125.3645186,9.239228407,2.440536084,168.3202355,72.63557321,19.62995857,87.73446823,45.25297025,10.39974254,124.3472872,1
1475,27.0577914,62.20514033,90.73706827,22.07279589,104.124925,53.80227909,84.04035816,61.64363819,34.31600365,37.00545595,48.71817576,94.27636829,41.98737025,70.74746241,67.26516734,34.26411198,67.83972414,77.89616388,38.14250386,16.32002987,125.5374663,9.206080567,2.420208725,168.3737107,72.48627167,19.08460323,88.4291251,44.98769838,10.50355651,124.5087451,1
1476,26.97325375,63.44314366,89.58360259,21.93766517,104.1600374,53.90229748,86.9529199,58.20725495,34.83982515,35.98246492,49.21721541,94.80031967,41.00615648,70.96515711,68.0286864,33.58057952,67.36413049,79.05528999,39.46933333,15.92360798,124.6070587,13.03877166,3.42130613,163.5399222,72.80696495,18.25833761,88.93469745,47.14635778,10.96638822,121.887254,0
1477,26.41688642,63.91127948,89.6718341,21.1856783,103.8253611,54.98896064,84.85585739,56.9015716,38.24257101,34.71866611,48.2097351,97.07159879,39.94788412,69.37332469,70.67879119,32.26400938,65.16160486,82.57438575,37.37335696,14.65032991,127.9763131,13.97307577,3.796699657,162.2302246,69.42784935,17.0424914,93.52965925,47.37834615,11.73968282,120.881971,0
1478,26.22491776,64.20925803,89.56582422,20.63707177,104.5362888,54.82663946,85.18172229,57.36084792,37.45742979,34.79033978,47.29082,97.91884021,40.3750676,67.89723741,71.72769499,32.72005767,64.13470005,83.14524229,38.17552245,14.85320717,126.9712704,14.19642162,3.700363648,162.1032147,70.78601708,16.89104472,92.3229382,47.09621727,11.39440935,121.5093734,0
1479,26.09026317,64.75154992,89.1581869,20.11249783,105.5344745,54.3530277,85.90663097,56.38495072,37.70841831,34.67595753,46.49450003,98.82954244,40.66188842,66.68290775,72.65520382,32.86722876,62.89949474,84.2332765,38.25243746,14.55699746,127.1905651,12.70582006,3.271741506,164.0224384,71.1747608,16.38199767,92.44324152,47.09621727,11.39440935,121.5093734,0
1555,32.86758975,62.65725746,84.47515279,21.69783568,113.7714411,44.53072319,79.847552,61.98420662,38.16824138,39.60134201,40.6718958,99.72676219,50.78503825,62.57723219,66.63772956,38.61734705,61.56489283,79.81776012,37.42447747,19.45063743,123.1248851,0,0,0,76.58028621,20.63577926,82.78393453,41.59502618,13.13455001,125.2704238,0
1556,30.20238245,62.1053343,87.69228325,21.5909924,111.0208853,47.38812232,74.8681855,68.41969292,36.71212159,40.33486515,43.51986869,96.14526616,48.94511509,65.092869,65.96201591,37.91540432,65.0102746,77.07432107,36.45858444,19.01552614,124.5258894,0,0,0,74.43977116,21.45859337,84.10163547,38.1814511,11.11197071,130.7065782,0
1557,29.25046152,61.96776505,88.78177343,21.69158172,109.9137036,48.39471468,71.45965455,71.45965455,37.08069091,40.27019723,45.05475944,94.67504333,47.83276336,66.81515012,65.35208652,36.95519304,66.96379261,76.08101434,35.45588601,18.73027694,125.813837,0,0,0,72.25163537,21.98756724,85.76079739,36.09669125,10.55119983,133.3521089,1
1558,28.84512855,61.56566142,89.58921003,22.32327606,107.6298536,50.04687038,71.79151858,71.01573713,37.19274429,39.78648973,46.45976301,93.75374726,46.30031959,68.63596643,65.06371397,35.94726951,68.48316859,75.56956191,34.75508963,18.13969316,127.1052172,0,0,0,70.75456232,21.99758244,87.24785524,36.42932035,10.50471527,133.0659644,1
1559,28.28823444,61.43202531,90.27974025,22.30488937,106.7556946,50.93941606,70.37175808,72.71792871,36.91031321,39.29584508,47.14963938,93.55451554,45.28072785,69.48140277,65.23786938,35.25245408,69.39962529,75.34792063,34.57767837,18.08646913,127.3358525,0,0,0,69.96937698,22.17965969,87.85096334,35.51407413,10.10971808,134.3762078,0
1560,28.40775169,60.97385721,90.6183911,22.27640545,107.6450287,50.07856588,71.79004314,71.79004314,36.41991373,40.78766593,46.93205654,92.28027753,46.91192376,69.06186441,64.02621183,36.64334049,68.91939677,74.43726274,34.71899265,18.05213191,127.2288754,0,0,0,71.11106343,22.10890248,86.78003409,36.70772814,10.2381531,133.0541188,1
1561,28.51213485,60.83818578,90.64967937,22.24165475,109.3359026,48.42244262,67.13593288,75.80479104,37.05927607,42.29737469,47.20699831,90.495627,48.56705997,69.4073227,62.02561732,37.36616691,70.55027542,72.08355768,33.85833116,18.68883662,127.4528322,0,0,0,70.90000853,23.50435439,85.59563708,33.77518793,9.995607935,136.2292041,1
1562,27.25262802,58.04770171,94.69967027,22.57289344,107.4457398,49.98136678,62.66777127,83.15487065,34.17735808,44.84321557,48.12167497,87.03510946,49.52082748,70.62474937,59.85442315,38.42697431,73.05404648,68.51897921,32.16151228,18.72791899,129.1105687,0,0,0,70.33995201,25.05504717,84.60500083,30.00519026,8.354250171,141.6405596,1
1563,25.5612379,58.1461299,96.2926322,22.39015042,108.685241,48.92460856,57.63771394,82.1462106,40.21607545,47.42071895,51.45354433,81.12573672,50.59303566,73.81442739,55.59253696,37.9167303,76.86843906,65.21483063,27.20710031,15.80589941,136.9870003,5.699646501,2.198361058,172.1019924,65.25367579,25.3580652,89.388259,29.59766555,9.432592091,140.9697424,1
1564,23.03595221,58.97517789,97.9888699,22.03964933,105.3504301,52.60992058,56.24422434,79.96154114,43.79423452,45.14271632,56.55973002,78.29755367,46.13129122,78.73206958,55.1366392,34.86018712,80.14325272,64.99656015,24.89817937,13.16096064,141.94086,0,0,0,59.94324322,23.50919826,96.54755852,31.098831,9.781512421,139.1196566,0
1565,21.79641877,60.4646092,97.73897204,21.40144492,103.6809232,54.91763191,54.47751603,80.84447685,44.67800711,42.68851611,59.37885922,77.93262466,43.07885554,80.85577161,56.06537285,32.62926262,81.99805245,65.37268493,24.64029949,12.4642206,142.8954799,0,0,0,57.39694331,22.56744966,100.035607,29.06623575,9.048602048,141.8851622,0
1566,20.21392336,63.77158543,96.01449121,20.36017036,104.0314792,55.60835043,50.12189185,83.56405997,46.31404818,40.33950231,64.27700932,75.38348837,40.18900992,84.67623952,55.13475056,30.12003923,86.81284576,63.06711501,24.98834342,12.16310821,142.8485484,0,0,0,55.31210276,22.44727322,102.240624,24.21441352,7.717077232,148.0685092,0
1973,33.75139133,78.56358989,67.68501877,16.42293577,130.5218663,33.05519791,67.41738591,68.75467132,43.82794277,34.6993705,39.0429554,106.2576741,52.03240344,55.42107187,72.54652468,36.60804569,60.84849132,82.54346299,44.56333549,23.67235498,111.7643095,13.40914644,5.17241338,161.4184402,81.21412482,21.77935305,77.00652213,22.24262646,9.816840502,147.940533,0
1974,32.56468517,73.45576247,73.97955235,17.55757226,125.7455144,36.69691338,66.22237248,70.26481799,43.51280953,37.04938302,40.21535748,102.7352595,52.04807971,57.91610409,70.0358162,37.16591181,62.19618857,80.63789962,40.48406667,22.02185012,117.4940832,11.00448074,4.157584818,164.8379344,77.7299104,21.93582499,80.33426461,25.73459941,10.54130165,143.7240989,0
1975,32.49937625,72.45896095,75.0416628,17.83162947,125.5396293,36.62874128,66.56329916,69.1845831,44.25211774,38.30252116,41.01626021,100.6812186,52.96523197,58.91557836,68.11918966,37.66381888,63.09059871,79.24558241,39.03122755,21.19355067,119.7752218,9.369287218,3.64358548,166.9871273,76.9598469,21.93196604,81.10818706,26.55509748,10.89998088,142.5449216,0
1976,32.50480697,72.97283865,74.52235438,17.68274413,125.6254841,36.69177173,66.69763089,69.33788292,43.96448619,37.71106665,40.63202436,101.656909,52.528257,58.38797322,69.08376978,37.48983619,62.53427495,79.97588886,39.89678058,21.5457054,118.557514,10.88339986,4.160479185,164.956121,77.5332028,21.82205982,80.64473739,26.65451747,10.89873214,142.4467504,0
1977,32.85977412,73.57011294,73.57011294,17.31550222,126.7540407,35.93045707,66.48230872,69.11849798,44.39919329,37.43976949,39.83328847,102.726942,52.97592319,57.27061338,69.75346343,37.57362468,61.66887713,80.75749819,40.04295901,21.7673431,118.1896979,10.87249837,4.186381691,164.9411199,77.83290543,21.71675478,80.4503398,25.98122352,10.89964472,143.1191318,0
1978,33.90830492,73.30436546,72.78732962,17.56919154,126.7139138,35.71689462,67.6971763,69.05423529,43.24858841,37.24735896,38.87873933,103.8739017,53.59260185,56.3390707,70.06832745,38.09201022,60.8725687,81.03542108,41.09425943,22.73282242,116.1729182,12.33694826,4.692974522,162.9700772,79.29721342,21.93127258,78.77151399,26.31232686,11.05287236,142.6348008,0
1979,35.04587924,73.50800381,71.44611695,17.4335993,127.947862,34.61853867,68.41232561,68.41232561,43.17534877,36.98460767,37.73229157,105.2831008,54.60242838,55.06849321,70.32907841,38.45228606,59.66674008,81.88097385,41.69517442,23.47499947,114.8298261,11.04212724,4.262459165,164.6954136,80.07262789,21.97732811,77.950044,26.275893,11.37999253,142.3441145,0
1980,35.79802267,72.62274369,71.57923363,17.1082051,129.0164168,33.87537815,69.1012376,67.04367587,43.85508653,37.72069573,36.46860541,105.8106989,56.41101378,53.56662825,70.02235798,39.50591341,58.01756082,82.47652577,41.15424977,23.42541226,115.420338,11.06448637,4.307987061,164.6275266,80.56567104,21.60099548,77.83333348,27.97478412,12.38487207,139.6403438,0
1981,36.78775236,70.2990748,72.91317284,17.61598689,128.6180157,33.76599739,68.86436893,68.86436893,42.27126213,39.03475272,36.04392806,104.9213192,58.20353049,53.72773141,68.0687381,40.85466626,58.45771337,80.68762037,40.48835789,24.393825,115.1178171,11.24330182,4.390926053,164.3657721,81.1799472,22.50454456,76.31550824,28.50893516,12.45341154,139.0376533,0
1982,37.38861594,66.86547687,75.74590719,18.22034031,127.4667757,34.312884,69.28192035,70.0228986,40.69518105,41.68775778,35.58689348,102.7253487,60.86009806,53.65853346,65.48136848,43.15519007,58.75652896,78.08828097,38.62342992,24.46587296,116.9106971,12.82345261,4.92316541,162.253382,81.95640085,23.07520835,74.9683908,29.74906679,12.51615545,137.7347778,1
1983,38.71281256,65.46360786,75.82357958,18.38912523,127.8679998,33.74287499,69.11709011,69.11709011,41.76581978,41.99007984,34.39777508,103.6121451,62.31305043,52.83978368,64.8471659,43.50339074,57.69327997,78.80332929,37.47339494,24.72542411,117.801181,11.23186746,4.523311425,164.2448211,81.06055708,23.25122417,75.68821875,31.26389292,13.80787759,134.9282295,1
